label,mode,cyc,I,enable,op_a6_A,AN_a6_A,B_a6_A,Y_a6_A,op_a6_D,AN_a6_D,B_a6_D,Y_a6_D,op_a5_B,AN_a5_B,B_a5_B,Y_a5_B,op_a12_B,AN_a12_B,B_a12_B,Y_a12_B
t04_a6_A_k3,22,27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,28,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,29,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,30,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,31,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,32,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,33,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,34,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,35,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,37,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,38,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,39,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,40,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,41,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,42,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,43,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,44,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,45,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,46,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,47,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,48,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,49,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,50,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,52,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,53,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,54,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,56,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,57,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,58,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,59,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,60,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,61,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,62,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,63,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,64,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,65,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,66,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,67,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,68,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,69,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,70,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,71,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,72,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,73,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,74,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,76,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,78,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,79,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,80,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,81,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,83,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,84,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,85,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,86,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,87,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,88,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,89,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,90,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,91,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,92,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,93,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,94,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,95,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,96,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,97,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,98,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,99,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,100,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,101,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,102,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,103,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,104,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,105,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,106,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,107,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,108,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,109,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,110,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,111,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,112,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,113,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,114,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,115,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,116,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,117,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,118,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,119,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,120,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,12,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,13,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,14,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,15,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,16,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,17,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,18,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,19,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,20,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,21,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,22,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,23,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,24,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,26,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,28,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,29,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,30,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,31,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,32,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,33,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,34,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,35,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,37,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,38,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,39,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,40,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,41,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,42,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,43,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,44,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,45,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,46,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,47,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,48,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,49,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,50,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,52,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,53,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,54,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,56,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,57,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,58,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,59,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,60,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,61,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,62,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,63,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,64,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,65,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,66,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,67,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,68,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,69,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,70,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,71,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,72,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,73,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,74,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,76,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,78,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,79,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,80,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,81,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,83,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,84,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,85,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,86,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,87,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,88,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,89,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,90,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,91,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,92,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,93,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,94,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,95,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,96,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,97,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,98,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,99,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,100,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,101,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,102,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,103,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,104,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,105,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,106,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,107,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,108,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,109,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,110,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,111,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,112,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,113,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,114,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k4,23,115,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,116,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,117,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,118,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k4,23,119,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k4,23,120,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k5,24,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k5,24,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,12,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,13,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,14,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,15,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k5,24,16,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,17,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,18,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,19,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k5,24,20,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,21,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,22,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,23,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,24,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,26,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k5,24,27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,28,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,29,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,30,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k5,24,31,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,32,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,33,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,34,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,35,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,37,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k5,24,38,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,39,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,40,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,41,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k5,24,42,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,43,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,44,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,45,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,46,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,47,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,48,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k5,24,49,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,50,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,52,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k5,24,53,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,54,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k5,24,55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
